Exam board,Date,Morning/Afternoon,Code,Course,Qualification,Paper,Notes,Duration,POS,Exam spec
OCR,10/01/2019,PM,05843-05846 & 05875,Digital Media,Cambridge Technicals Level 3,Unit 1 Media products and audiences,,2h 00m,,
OCR,15/01/2019,PM,05843-05846 & 05875,Digital Media,Cambridge Technicals Level 3,Unit 2 Pre-production and planning,,2h 00m,,
OCR,17/01/2019,AM,05843-05846 & 05875,Digital Media,Cambridge Technicals Level 3,Unit 6 Social media and globalisation,,1h 30m,,
OCR,18/01/2019,PM,5875,Digital Media,Cambridge Technicals Level 3,Unit 25 Research for product development,,2h 00m,,
OCR,10/01/2019,PM,"05847-05849, 05874 & 05879",Applied Science,Cambridge Technicals Level 3,Unit 1 Science fundamentals,,2h 00m,,
OCR,14/01/2019,AM,"05847-05849, 05874 & 05879",Applied Science,Cambridge Technicals Level 3,Unit 2 Laboratory techniques,,2h 00m,,
OCR,17/01/2019,PM,05848-05849 & 05874,Applied Science,Cambridge Technicals Level 3,Unit 3 Scientific analysis and reporting,,2h 00m,,
OCR,18/01/2019,AM,5874,Applied Science,Cambridge Technicals Level 3,Unit 22 Global scientific information,,1h 30m,,
OCR,18/01/2019,PM,5874,Applied Science,Cambridge Technicals Level 3,Unit 23 Scientific research techniques,,2h 00m,,
OCR,10/01/2019,AM,05853 & 05876,Performing Arts,Cambridge Technicals Level 3,Unit 32 Arts administration,,2h 00m,,
OCR,09/01/2019,AM,05880-05881,Health & Social Care,Cambridge Technicals Level 2,"Unit 1C Principles of working in health, social care and childcare",,0h 45m,,
OCR,15/01/2019,PM,05880-05881,Health & Social Care,Cambridge Technicals Level 2,Unit 2C Health and safety in practice,,0h 45m,,
OCR,11/01/2019,PM,05883-05884,IT,Cambridge Technicals Level 2,Unit 1C Essentials of IT,,0h 45m,,
OCR,18/01/2019,AM,05883-05884,IT,Cambridge Technicals Level 2,Unit 2C Essentials of cyber security,,1h 00m,,
OCR,10/01/2019,AM,05885-05886,Sport & Physical Activity,Cambridge Technicals Level 2,"Unit 1C Physical activity, health and well-being",,0h 45m,,
OCR,14/01/2019,PM,05885-05886,Sport & Physical Activity,Cambridge Technicals Level 2,Unit 2C Physical preparation and readiness for sport and physical activity,,1h 00m,,
OCR,09/01/2019,PM,05887-05888,Engineering,Cambridge Technicals Level 2,"Unit 1C Fundamentals of mechanical, electrical/electronic and fluid power engineering",,0h 45m,,
OCR,16/01/2019,PM,05887-05888,Engineering,Cambridge Technicals Level 2,Unit 2C Applications of engineering principles,,0h 50m,,
OCR,10/01/2019,PM,05898-05899,Digital Media,Cambridge Technicals Level 2,Unit 1C Digital media and emerging technologies,,0h 45m,,
OCR,10/01/2019,PM,05891-05892,Business Administration,Cambridge Technicals Level 2,Unit 1C Principles of working in business administration,,0h 45m,,
OCR,15/01/2019,AM,05891-05892,Business Administration,Cambridge Technicals Level 2,Unit 2C Understand the role of the administrator,,1h 00m,,
